image_id,street,citi,n_citi,bed,bath,sqft,price,price_sqft,counts_locations,average_price_price_sqft
3241,106 Spoke,"Irvine, CA",157,4,4.1,3105,1800000,580,107,499
3242,849 Picaacho Drive,"La Habra Heights, CA",168,1,2,870,1800000,2069,15,509
3243,66 Eclipse,"Irvine, CA",157,6,5.1,3648,1688000,463,107,499
3244,2039 Shipway Lane,"Newport Beach, CA",240,3,3,2088,1949000,933,21,690
3245,2197 Santa Ana Avenue,"Costa Mesa, CA",89,3,1,1680,1650000,982,58,549
3246,11 Knotty Oak Circle,"Coto de Caza, CA",90,5,5.1,5312,1729000,325,17,339
3247,18941 Gordon Lane,"Yorba Linda, CA",412,5,4,4825,1575000,326,54,422
3248,12136 Skyline Drive,"North Tustin, CA",246,6,4,4196,1625000,387,17,399
3249,1807 Port Kimberly Place,"Newport Beach, CA",240,5,3,2488,1950000,784,21,690
3250,1062 Summit Oak Dr.,"Lake Forest, CA",186,5,4.1,4754,1767995,372,60,410
3251,1903 Santa Ana Avenue,"Costa Mesa, CA",89,3,2,1515,1569000,1036,58,549
3252,26821 Chelsea Lane,"Laguna Hills, CA",179,5,4,4200,1495000,356,14,430
3253,224 Denim,"Irvine, CA",157,4,4.1,3018,1600000,530,107,499
3254,3 Friar Lane,"Ladera Ranch, CA",177,5,5.1,4511,1675000,371,62,395
3255,22 Faith,"Irvine, CA",157,4,3,2648,1618000,611,107,499
3256,107 Character,"Irvine, CA",157,4,4,2983,1638990,549,107,499
3257,2651 Vista Ornada,"Newport Beach, CA",240,3,3,2257,1699000,753,21,690
3258,30831 Seminole Place,"Laguna Niguel, CA",180,3,3,2559,1569000,613,53,489
3259,202 Bridlewood,"Irvine, CA",157,4,3,2642,1588000,601,107,499
3260,17409 Harlan Drive,"Yorba Linda, CA",412,4,3.1,3960,1495000,378,54,422
3261,1103 England,"Huntington Beach, CA",148,3,4,3237,1975000,610,76,528
3262,1127 Noria Street,"Laguna Beach, CA",178,3,2.1,2500,1500000,600,15,896
3263,1 Anapamu Street,"Ladera Ranch, CA",177,4,4.1,3700,1595000,431,62,395
3264,127 Sky Heights,"Irvine, CA",157,4,4.1,3221,1761597,547,107,499
3265,22 Santa Barbara Place,"Laguna Niguel, CA",180,4,3,3208,1600000,499,53,489
3266,10792 Bronco Circle,"North Tustin, CA",246,5,3.1,4078,1650000,405,17,399
3267,323 Vista Suerte,"Newport Beach, CA",240,4,2.1,2648,1624900,614,21,690
3268,615 Irvine Avenue,"Newport Beach, CA",240,3,2,2041,1599990,784,21,690
3269,24280 Avenida De Marcia,"Yorba Linda, CA",412,5,4.1,4352,1688000,388,54,422
3270,119 Drama,"Irvine, CA",157,4,4.1,4447,1917990,431,107,499
3271,32 Marana,"San Clemente, CA",319,5,3.1,4262,1600000,375,67,477
3272,223 Robinhood Place,"Costa Mesa, CA",89,4,3.1,2298,1895000,825,58,549
3273,10 Cadencia Street,"Ladera Ranch, CA",177,5,5.1,3968,1800000,454,62,395
3274,1311 ANTIGUA Way,"Newport Beach, CA",240,4,4,3224,1710888,531,21,690
3275,3331 Oak Knoll Drive,"Rossmoor, CA",314,4,3.1,2763,1679000,608,6,553
3276,18271 Buena Vista Avenue,"Yorba Linda, CA",412,4,4,3155,1575000,499,54,422
3277,16702 Carousel Lane,"Huntington Beach, CA",148,4,3,2088,1499000,718,76,528
3278,223 Parkwood,"Irvine, CA",157,5,5.1,3475,1663000,479,107,499
3279,24242 Bellerive Circle,"Laguna Niguel, CA",180,4,2.1,2645,1575000,595,53,489
3280,17 Bayleaf Lane,"Irvine, CA",157,4,4.1,3200,1858000,581,107,499
3281,15 Sharon Lane,"Coto de Caza, CA",90,4,4.1,4055,1575000,388,17,339
3282,122 Evelyn Place,"Tustin, CA",379,5,4.1,4172,1745000,418,24,437
3283,341 La Jolla,"Newport Beach, CA",240,5,4,2781,1895000,681,21,690
3284,41 Clear Creek,"Irvine, CA",157,5,4.1,3865,1688000,437,107,499
3285,1152 Picaacho Drive,"La Habra Heights, CA",168,5,7,4751,1990000,419,15,509
3286,17972 Via Ranchero,"Yorba Linda, CA",412,4,3,4173,1795000,430,54,422
3287,35415 Paseo Viento,"Dana Point, CA",97,4,3.1,3467,1599000,461,27,541
3288,137 Smallwheel,"Irvine, CA",157,4,3,2175,1499500,689,107,499
3289,57 Calle Vista Del Sol,"San Clemente, CA",319,5,5.1,4785,1599000,334,67,477
3290,917 N Newhall Terrace,"Brea, CA",49,5,4,4277,1638000,383,31,373
3291,29 Calle Vista Del Sol,"San Clemente, CA",319,4,4.1,4480,1649000,368,67,477
3292,27012 Calle Maria,"Dana Point, CA",97,4,2.1,3082,1525000,495,27,541
3293,12 Bellevue,"Newport Coast, CA",241,4,2.1,2473,1840000,744,2,736
3294,1502 Temple Hills Drive,"Laguna Beach, CA",178,3,2.1,1737,1899000,1093,15,896
3295,6 Bell Pasture Road,"Ladera Ranch, CA",177,5,4.1,4418,1789900,405,62,395
3296,1181 E Avocado Crest Road,"La Habra Heights, CA",168,5,5,4829,1750000,362,15,509
3297,1068 PICAACHO Drive,"La Habra Heights, CA",168,5,3,3906,1800000,461,15,509
3298,86 Rockinghorse,"Irvine, CA",157,4,4.1,3099,1534753,495,107,499
3299,2015 Orange Avenue,"Costa Mesa, CA",89,3,2,1723,1639000,951,58,549
3300,107 Ritual,"Irvine, CA",157,4,4.1,3047,1521967,499,107,499
3301,2615 Redlands Drive,"Costa Mesa, CA",89,5,3,2608,1599000,613,58,549
3302,31312 Pedro Street,"Laguna Beach, CA",178,3,2,1424,1795000,1261,15,896
3303,2042 Rembrandt,"Santa Ana, CA",331,4,5,2978,1499000,503,133,449
3304,2984 Alpine Way,"Laguna Beach, CA",178,4,3.1,2727,1999000,733,15,896
3305,2329 Cranston Lane,"Tustin, CA",379,6,4.1,4468,1830000,410,24,437
3306,25 Larkfield Lane,"Laguna Niguel, CA",180,4,4,3028,1825000,603,53,489
3307,19401 Oakie Doakie,"Trabuco Canyon, CA",377,2,3,2790,1498000,537,8,384
3308,4003 E La Veta Avenue,"Orange, CA",259,3,3.3,4387,1749000,399,93,438
3309,54 Steinway,"Irvine, CA",157,4,4.1,4378,1898800,434,107,499
3310,251 Highland Road,"Laguna Beach, CA",178,3,2,1500,1799000,1199,15,896
3311,105 Sideways,"Irvine, CA",157,4,4,3158,1579000,500,107,499
3312,233 La Jolla Drive,"Newport Beach, CA",240,3,2.1,2083,1649000,792,21,690
3313,31 Newcastle Lane,"Laguna Niguel, CA",180,4,4.1,4121,1875000,455,53,489
3314,33 Dogwood,"Lake Forest, CA",186,5,4.1,3401,1547888,455,60,410
3315,29565 Monarch Drive,"San Juan Capistrano, CA",325,4,3,3335,1495000,448,36,423
3316,21854 Ticonderoga Lane,"Lake Forest, CA",186,4,2.1,3271,1999999,611,60,410
3317,100 Slate Grey,"Irvine, CA",157,4,4.1,3216,1539990,479,107,499
3318,105 Lovelace,"Irvine, CA",157,4,4.1,3038,1538880,507,107,499
3319,2995 CALLE GAUCHO,"San Clemente, CA",319,5,4.1,3604,1825000,506,67,477
3320,1490 N Cypress Street,"La Habra Heights, CA",168,4,5,6293,1850000,294,15,509
3321,4955 AVIEMORE Drive,"Yorba Linda, CA",412,5,4.1,4441,1599900,360,54,422
3322,25052 Pathway Drive,"Laguna Niguel, CA",180,7,5,3975,1640000,413,53,489
3323,1200 Berkshire Lane,"Newport Beach, CA",240,3,3,2442,1750000,717,21,690
3324,12165 Ojeda Court,"Tustin, CA",379,4,3,3318,1799000,542,24,437
3325,23 Branding Iron,"Irvine, CA",157,5,5.1,4010,1980000,494,107,499
3326,2188 Pieper Lane,"Tustin, CA",379,6,5,4265,1835000,430,24,437
3327,2804 Loganberry Court,"Fullerton, CA",123,5,4.1,4368,1597000,366,51,420
3328,2785 Vista Umbrosa,"Newport Beach, CA",240,5,3,3000,1689000,563,21,690
3329,27221 Paseo Peregrino,"San Juan Capistrano, CA",325,4,4.1,4332,1995000,461,36,423
3330,57 Steeplechase,"Irvine, CA",157,4,4.1,3594,1704730,474,107,499
3331,19 Ivanhoe,"Irvine, CA",157,6,4,4250,1998000,470,107,499
3332,131 Character,"Irvine, CA",157,4,4.1,3507,1515990,432,107,499
3333,18582 Derby Circle,"Huntington Beach, CA",148,5,3.1,3540,1789000,505,76,528
3334,19 Basilica Place,"Ladera Ranch, CA",177,5,5.1,4673,1899900,407,62,395
3335,23881 Taranto Bay,"Dana Point, CA",97,3,2,1800,1750000,972,27,541
3336,34101 Calle La Primavera,"Dana Point, CA",97,5,4.1,3472,1799000,518,27,541
3337,124 S Martin Road,"Anaheim Hills, CA",11,5,4.1,4728,1795000,380,35,397
3338,55 Bellatrix,"Irvine, CA",157,3,3.1,3471,1899990,547,107,499
3339,11722 Norgrove Lane,"Rossmoor, CA",314,5,3,2972,1775000,597,6,553
3340,32192 Links Pointe,"Laguna Niguel, CA",180,5,3,3282,1498000,456,53,489
3341,1531 Peppertree Drive,"La Habra Heights, CA",168,4,4,4664,1799999,386,15,509
3342,25792 Nellie Gail Road,"Laguna Hills, CA",179,5,4.1,4685,1899000,405,14,430
3343,201 Calle Roca Vista,"San Clemente, CA",319,2,2,1200,1565000,1304,67,477
3344,9651 Crestview Circle,"Villa Park, CA",393,6,5.1,4600,1950000,424,5,575
3345,3007 Corte Hermosa,"Newport Beach, CA",240,3,2.1,2269,1495000,659,21,690
3346,25491 Gallup Circle,"Laguna Hills, CA",179,5,4.1,5157,1799000,349,14,430
3347,83 Cunningham,"Irvine, CA",157,5,5.1,3961,1798800,454,107,499
3348,2759 N Chauncey Lane,"Orange, CA",259,5,5,6000,1999989,333,93,438
3349,200 E 20th Street,"Costa Mesa, CA",89,3,2,1861,1699000,913,58,549
3350,140 Pixel,"Irvine, CA",157,5,5,4097,1650990,403,107,499
3351,335 16th Place,"Costa Mesa, CA",89,3,3.1,2328,1599000,687,58,549
3352,25 Southern Wood,"Irvine, CA",157,4,4,3380,1698000,502,107,499
3353,88 Rockinghorse,"Irvine, CA",157,4,4.1,2898,1538712,531,107,499
3354,61 Dublin,"Irvine, CA",157,4,4.1,3458,1598880,462,107,499
3355,Address not provided,"Tustin, CA",379,6,5.1,4172,1650000,395,24,437
3356,2565 Kilo Way,"Laguna Beach, CA",178,2,2.1,1675,1699000,1014,15,896
3357,347 Calle Dorado,"San Clemente, CA",319,4,3,2555,1695000,663,67,477
3358,35 Cedarbrook,"Irvine, CA",157,5,3.1,3000,1549000,516,107,499
3359,53 Lunar,"Irvine, CA",157,4,4.1,3058,1499999,491,107,499
3360,11 Jasmine Creek Drive,"Corona del Mar, CA",86,3,2.1,2460,1799995,732,1,732
3361,52 Winding Way,"Irvine, CA",157,4,4.1,3549,1549900,437,107,499
3362,4460 San Antonio Road,"Yorba Linda, CA",412,5,3,3148,1499000,476,54,422
3363,3264 Silver Maple Drive,"Yorba Linda, CA",412,5,5.1,4700,1548000,329,54,422
3364,3312 Quail Run Road,"Los Alamitos, CA",205,5,3.1,2866,1749000,610,5,509
3365,2991 Calle Frontera,"San Clemente, CA",319,4,3,3172,1599000,504,67,477
3366,21535 Hawkeye Ridge Circle,"Yorba Linda, CA",412,5,4,4216,1999999,474,54,422
3367,311 Fernando Street,"Newport Beach, CA",240,3,3,1764,1795000,1018,21,690
3368,65 New Dawn,"Irvine, CA",157,5,4.1,4456,1990000,447,107,499
3369,23862 Via Monte,"Coto de Caza, CA",90,6,3.1,5000,1500000,300,17,339
3370,21545 Dunrobin Way,"Yorba Linda, CA",412,5,4.1,4410,1679888,381,54,422
3371,526 10th Street,"Huntington Beach, CA",148,3,3.2,2892,1699900,588,76,528
3372,12132 Ahern Court,"Tustin, CA",379,4,3,3318,1695000,511,24,437
3373,295 E 20th Street,"Costa Mesa, CA",89,4,2,1582,1499000,948,58,549
3374,11712 Vista Mar,"North Tustin, CA",246,4,3,2877,1999999,695,17,399
3375,4 Calle Ameno,"San Clemente, CA",319,4,3.1,3806,1775000,466,67,477
3376,2021 Vista Caudal,"Newport Beach, CA",240,2,2,1742,1499000,861,21,690
3377,9442 Featherhill Drive,"Villa Park, CA",393,5,2.1,3284,1580000,481,5,575
3378,31251 Paseo Olivos,"San Juan Capistrano, CA",325,3,3,2336,1675000,717,36,423
3379,101 Electric Avenue,"Seal Beach, CA",343,4,3.1,3362,1850000,550,122,316
3380,9 Richmond Hill,"Laguna Niguel, CA",180,4,2.1,3091,1499000,485,53,489
3381,18605 Mesa Drive,"Villa Park, CA",393,3,2,1800,1950000,1083,5,575
3382,8429 BEACH Circle,"Cypress, CA",96,5,4.1,4268,1850000,433,25,438
3383,319 Walnut Street,"Newport Beach, CA",240,5,3,2424,1649000,680,21,690
3384,53 Pera,"Lake Forest, CA",186,4,4.1,3401,1948000,573,60,410
3385,26 Via Alcamo,"San Clemente, CA",319,6,6.1,5355,2000000,373,67,477
3386,26 Stowe,"Irvine, CA",157,4,4.1,3549,1698000,478,107,499
3387,315 Colleen Place,"Costa Mesa, CA",89,5,4,3453,1899000,550,58,549
3388,34652 Via Catalina,"Dana Point, CA",97,7,4.2,5300,1899000,358,27,541
3389,54 Crater,"Irvine, CA",157,4,4.2,4066,1874990,461,107,499
3390,16 Chatelaine,"Newport Coast, CA",241,4,2.1,2473,1799000,727,2,736
3391,182 Fieldwood,"Irvine, CA",157,5,5.1,4379,1880000,429,107,499
3392,18900 Westvale Lane,"Yorba Linda, CA",412,4,5,3446,1495000,434,54,422
3393,13136 Old Foothill Boulevard,"North Tustin, CA",246,5,4.1,4654,1758000,378,17,399
3394,28221 Las Brisas Del Mar,"San Juan Capistrano, CA",325,5,4.1,4221,1625000,385,36,423
3395,121 W Avenida De Los Lobos Marinos,"San Clemente, CA",319,3,3,2158,1595000,739,67,477
3396,27362 Silver Creek Drive,"San Juan Capistrano, CA",325,5,5.1,5146,1998000,388,36,423
3397,30661 Hunt Club Drive,"San Juan Capistrano, CA",325,5,4.1,5201,1959000,377,36,423
3398,2801 Corte Esmeralda,"San Clemente, CA",319,5,3.1,3418,1545000,452,67,477
3399,18652 Sarazen Court,"Yorba Linda, CA",412,5,4.1,4031,1758000,436,54,422
3400,38 Cabrillo Terrace,"Aliso Viejo, CA",7,5,4.1,3500,1650000,471,18,440
3401,11 Augusta,"Coto de Caza, CA",90,5,5.1,5389,1995000,370,17,339
3402,33678 Chula Vista Avenue,"Dana Point, CA",97,4,3.1,2939,1950000,663,27,541
3403,194 Bowery,"Irvine, CA",157,3,3,2564,1642990,641,107,499
3404,25 Kelly Lane,"Ladera Ranch, CA",177,4,4.1,4466,1699900,381,62,395
3405,20262 Milano Court,"Yorba Linda, CA",412,5,4.1,4211,1680000,399,54,422
3406,55 Westover,"Irvine, CA",157,4,4.1,3614,1745900,483,107,499
3407,17452 Seabury Lane,"Huntington Beach, CA",148,4,3.1,3583,1895000,529,76,528
3408,18 Van Gogh Way,"Coto de Caza, CA",90,4,4.1,4808,1999900,416,17,339
3409,33602 Holtz Hill Road,"Dana Point, CA",97,4,3,3625,1776000,490,27,541
3410,218 W Avenida Alessandro,"San Clemente, CA",319,3,2,2268,1825000,805,67,477
3411,1039 N Ridgeline Road,"Orange, CA",259,5,3.1,3540,1525000,431,93,438
3412,1017 Delaware Street,"Huntington Beach, CA",148,3,4.1,3281,1849000,564,76,528
3413,2020 Cortez,"Laguna Beach, CA",178,4,3,2836,1725000,608,15,896
3414,"1503 Merion Way, M2-#48H","Seal Beach, CA",343,2,1,750,212500,283,122,316
3415,13400 El Dorado Drive,"Seal Beach, CA",343,2,1,718,195000,272,122,316
3416,13671 Annandale Drive,"Seal Beach, CA",343,2,1,718,199000,277,122,316
3417,1290 Northwood Road,"Seal Beach, CA",343,2,1,1000,229000,229,122,316
3418,84 Calle Aragon,"Laguna Woods, CA",181,2,2,1040,225000,216,118,297
3419,1767 W ORANGE Avenue,"Anaheim, CA",12,4,2,2796,250000,89,106,387
3420,116 Via Estrada,"Laguna Woods, CA",181,2,2,1040,200000,192,118,297
3421,1562 Golden Rain Road,"Seal Beach, CA",343,2,2,900,229000,254,122,316
3422,1301 Skokie Road,"Seal Beach, CA",343,2,1,750,195000,260,122,316
3423,1491 Interlachen Road,"Seal Beach, CA",343,2,1,900,255000,283,122,316
3424,934 Avenida Majorca,"Laguna Woods, CA",181,2,2,1010,220000,218,118,297
3425,46 calle aragon,"Laguna Woods, CA",181,2,2,1000,218000,218,118,297
3426,13261 Southport Lane,"Seal Beach, CA",343,2,1,800,229500,287,122,316
3427,854 RONDA MENDOZA,"Laguna Woods, CA",181,2,2,1010,239000,237,118,297
3428,1981 Mckinney,"Seal Beach, CA",343,2,2,1250,255000,204,122,316
3429,250 Calle Aragon,"Laguna Woods, CA",181,2,1.1,950,250000,263,118,297
3430,678 Via Alhambra,"Laguna Woods, CA",181,2,2,1040,239000,230,118,297
3431,890 Ronda Sevilla,"Laguna Woods, CA",181,2,2,1057,255000,241,118,297
3432,2218 E Via Mariposa East,"Laguna Woods, CA",181,2,1,800,209500,262,118,297
3433,1280 Weeburn Road,"Seal Beach, CA",343,2,1,900,239800,266,122,316
3434,"1860 St. John Rd., M15-#32K","Seal Beach, CA",343,2,2,1100,249000,226,122,316
3435,959 Calle Aragon,"Laguna Woods, CA",181,2,2,1009,225000,223,118,297
3436,13321 El Dorado M8 203J,"Seal Beach, CA",343,2,1,750,239900,320,122,316
3437,13311 Del Monte Drive,"Seal Beach, CA",343,2,1,750,248900,332,122,316
3438,2213 E Via Mariposa,"Laguna Woods, CA",181,2,1,866,220000,254,118,297
3439,13081 Del Monte Drive,"Seal Beach, CA",343,2,1,718,219000,305,122,316
3440,1330 Kenwood,"Seal Beach, CA",343,2,1,1100,229000,208,122,316
3441,898 Ronda Sevilla,"Laguna Woods, CA",181,2,2,1009,210000,208,118,297
3442,1231 Golden Rain,"Seal Beach, CA",343,2,1,718,205000,286,122,316
3443,606 Avenida Sevilla,"Laguna Woods, CA",181,2,2,1100,234900,214,118,297
3444,13221 St Andrews Drive,"Seal Beach, CA",343,2,1.1,800,254900,319,122,316
3445,387 Avenida Castilla,"Laguna Woods, CA",181,2,1,940,245000,261,118,297
3446,13630 Alderwood Lane,"Seal Beach, CA",343,2,1,750,210000,280,122,316
3447,13700 Alderwood Lane,"Seal Beach, CA",343,2,1,718,209000,291,122,316
3448,76 CALLE ARAGON,"Laguna Woods, CA",181,2,2,1009,225000,223,118,297
3449,1881 St. John Road,"Seal Beach, CA",343,2,2,1200,235000,196,122,316
3450,1900 Mc Kinney Way,"Seal Beach, CA",343,1,1,850,199000,234,122,316
3451,1 Via Castilla #E,"Laguna Woods, CA",181,2,2,1040,219900,211,118,297
3452,97 Calle Aragon,"Laguna Woods, CA",181,2,2,1040,228000,219,118,297
3453,13081 Del Monte,"Seal Beach, CA",343,2,1,800,199000,249,122,316
3454,13860 St. Andrews,"Seal Beach, CA",343,2,1,800,225000,281,122,316
3455,486 Calle Cadiz,"Laguna Woods, CA",181,2,1,940,249900,266,118,297
3456,526 calle Aragon,"Laguna Woods, CA",181,2,2,1009,215000,213,118,297
3457,1221 Knollwood Rd,"Seal Beach, CA",343,2,1,718,235000,327,122,316
3458,1301 Oakmont Road,"Seal Beach, CA",343,2,1,1100,249000,226,122,316
3459,13481 Saint Andrews,"Seal Beach, CA",343,2,0,900,229000,254,122,316
3460,466 Avenida Sevilla,"Laguna Woods, CA",181,2,2,1040,224900,216,118,297
3461,1261 Knollwood Road,"Seal Beach, CA",343,2,1,835,223500,268,122,316
3462,13180 St Andrews 238F M10,"Seal Beach, CA",343,2,1,800,240000,300,122,316
3463,639 Avenida Sevilla,"Laguna Woods, CA",181,2,2,1009,230000,228,118,297
3464,621 Avenida Sevilla,"Laguna Woods, CA",181,2,2,1010,215000,213,118,297
3465,803 Ronda Mendoza,"Laguna Woods, CA",181,2,2,1009,239900,238,118,297
3466,132 Avenida Majorca,"Laguna Woods, CA",181,2,1,995,250000,251,118,297
3467,2059 Via Mariposa,"Laguna Woods, CA",181,2,1.1,953,199900,210,118,297
3468,13800 Annandale Drive,"Seal Beach, CA",343,2,1,950,249000,262,122,316
3469,791 Via Los Altos,"Laguna Woods, CA",181,2,2,1075,249000,232,118,297
3470,1562 Merion Way,"Seal Beach, CA",343,2,1,1000,249000,249,122,316
3471,13400 Del Monte Dr. #1D,"Seal Beach, CA",343,2,2,1200,250000,208,122,316
3472,1680 Monterey Rd 10H M2,"Seal Beach, CA",343,2,1,760,200000,263,122,316
3473,13200 Del Monte Drive,"Seal Beach, CA",343,2,2,1200,240000,200,122,316
3474,13200 Del Monte,"Seal Beach, CA",343,2,2,1300,245000,188,122,316
3475,13960 Thunderbird M2 5L,"Seal Beach, CA",343,2,1,1100,250000,227,122,316
3476,341 Avenida Sevilla,"Laguna Woods, CA",181,2,1,940,248000,264,118,297
3477,13265 Del Monte Drive,"Seal Beach, CA",343,2,1.1,1100,239900,218,122,316
3478,13800 Annandale 37L (M1),"Seal Beach, CA",343,2,1,1000,214900,215,122,316
3479,668 Via Mendoza,"Laguna Woods, CA",181,2,2,1009,230000,228,118,297
3480,40 Calle Aragon,"Laguna Woods, CA",181,2,2,1040,205000,197,118,297
3481,478 Calle Cadiz Unit,"Laguna Woods, CA",181,2,2,1040,247499,238,118,297
3482,13060 Del Monte Drive,"Seal Beach, CA",343,2,2,1200,249000,208,122,316
3483,223 Avenida Majorca,"Laguna Woods, CA",181,2,2,1009,199000,197,118,297
3484,748 AVENIDA MAJORCA,"Laguna Woods, CA",181,2,2,1040,220000,212,118,297
3485,867 Avenida Sevilla #B,"Laguna Woods, CA",181,2,2,1009,249000,247,118,297
3486,1562 Golden Rain Road,"Seal Beach, CA",343,2,1,950,269000,283,122,316
3487,945 Avenida Majorca,"Laguna Woods, CA",181,2,1,1000,259000,259,118,297
3488,1767 W ORANGE Avenue,"Anaheim, CA",12,4,2,2796,250000,89,106,387
3489,257 Calle Aragon,"Laguna Woods, CA",181,2,2,1030,293000,284,118,297
3490,851 Ronda Mendoza,"Laguna Woods, CA",181,2,2,1009,299900,297,118,297
3491,872 AVENIDA SEVILLA,"Laguna Woods, CA",181,2,2,1010,285000,282,118,297
3492,13560 Cedar Crest Ln 109K,"Seal Beach, CA",343,2,1,918,268000,292,122,316
3493,196 Avenida Majorca,"Laguna Woods, CA",181,2,1.1,850,258000,304,118,297
3494,1260 Northwood Road,"Seal Beach, CA",343,2,1,1150,304900,265,122,316
3495,13321 El Dorado,"Seal Beach, CA",343,2,1,950,259900,274,122,316
3496,1491 Interlachen Road,"Seal Beach, CA",343,2,1,900,255000,283,122,316
3497,1871 Golden Rain Road,"Seal Beach, CA",343,2,1,916,279999,306,122,316
3498,13199 El Dorado Drive,"Seal Beach, CA",343,2,1,1150,259000,225,122,316
3499,1981 Mckinney,"Seal Beach, CA",343,2,2,1250,255000,204,122,316
3500,250 Calle Aragon,"Laguna Woods, CA",181,2,1.1,950,250000,263,118,297
3501,890 Ronda Sevilla,"Laguna Woods, CA",181,2,2,1057,255000,241,118,297
3502,"1860 St. John Rd., M15-#32K","Seal Beach, CA",343,2,2,1100,249000,226,122,316
3503,13311 Del Monte Drive,"Seal Beach, CA",343,2,1,750,248900,332,122,316
3504,123 Via Estrada,"Laguna Woods, CA",181,2,1,940,278000,296,118,297
3505,56 Calle Cadiz,"Laguna Woods, CA",181,2,2,1040,265000,255,118,297
3506,42 Calle Aragon,"Laguna Woods, CA",181,2,1,960,275000,286,118,297
3507,106 Welcome,"Seal Beach, CA",343,1,1,600,279900,467,122,316
3508,1601 Glenview Road,"Seal Beach, CA",343,2,1.1,1000,259900,260,122,316
3509,1075 Brookline Road,"Seal Beach, CA",343,2,1,900,259000,288,122,316
3510,1411 Pelham Road,"Seal Beach, CA",343,2,1,1100,260000,236,122,316
3511,931 Avenida Majorca,"Laguna Woods, CA",181,2,1.1,1009,289000,286,118,297
3512,13221 St Andrews Drive,"Seal Beach, CA",343,2,1.1,800,254900,319,122,316
3513,1460 Pelham Road,"Seal Beach, CA",343,2,1,950,288888,304,122,316
3514,387 Avenida Castilla,"Laguna Woods, CA",181,2,1,940,245000,261,118,297
3515,485 Calle Cadiz,"Laguna Woods, CA",181,2,1,995,299900,301,118,297
3516,1920 Mckinney Way,"Seal Beach, CA",343,2,2,1200,268888,224,122,316
3517,382 Avenida Castilla,"Laguna Woods, CA",181,2,2,1040,299900,288,118,297
3518,852 Ronda Mendoza,"Laguna Woods, CA",181,2,2,1009,284900,282,118,297
3519,486 Calle Cadiz,"Laguna Woods, CA",181,2,1,940,249900,266,118,297
3520,155 Avenida Majorca,"Laguna Woods, CA",181,2,1,1000,269900,270,118,297
3521,13501 El Dorado Drive,"Seal Beach, CA",343,2,1,1100,259000,235,122,316
3522,13044 Del Monte Drive,"Seal Beach, CA",343,2,1,1100,279000,254,122,316
3523,1301 Oakmont Road,"Seal Beach, CA",343,2,1,1100,249000,226,122,316
3524,261 Via Ballena,"San Clemente, CA",319,3,2,1672,299000,179,67,477
3525,74 Calle Aragon,"Laguna Woods, CA",181,2,1,1020,288000,282,118,297
3526,132 Avenida Majorca,"Laguna Woods, CA",181,2,1,995,250000,251,118,297
3527,13800 Annandale Drive,"Seal Beach, CA",343,2,1,950,249000,262,122,316
3528,791 Via Los Altos,"Laguna Woods, CA",181,2,2,1075,249000,232,118,297
3529,1562 Merion Way,"Seal Beach, CA",343,2,1,1000,249000,249,122,316
3530,13400 Del Monte Dr. #1D,"Seal Beach, CA",343,2,2,1200,250000,208,122,316
3531,1930 St. John Road,"Seal Beach, CA",343,2,2,1200,269000,224,122,316
3532,13200 Del Monte,"Seal Beach, CA",343,2,2,1300,245000,188,122,316
3533,13960 Thunderbird M2 5L,"Seal Beach, CA",343,2,1,1100,250000,227,122,316
3534,341 Avenida Sevilla,"Laguna Woods, CA",181,2,1,940,248000,264,118,297
3535,1120 Northwood Road N,"Seal Beach, CA",343,2,1,1000,269000,269,122,316
3536,788 Via Los Altos,"Laguna Woods, CA",181,2,2,1009,265000,263,118,297
3537,2096 Ronda Granada,"Laguna Woods, CA",181,2,2,1010,295000,292,118,297
3538,1280 Weeburn Road,"Seal Beach, CA",343,2,1,1100,299000,272,122,316
3539,478 Calle Cadiz Unit,"Laguna Woods, CA",181,2,2,1040,247499,238,118,297
3540,13060 Del Monte Drive,"Seal Beach, CA",343,2,2,1200,249000,208,122,316
3541,141 Avenida Majorca,"Laguna Woods, CA",181,2,1.1,850,259000,305,118,297
3542,1680 Monterey Road,"Seal Beach, CA",343,2,1,1000,277000,277,122,316
3543,495 CALLE CADIZ,"Laguna Woods, CA",181,2,2,1206,299900,249,118,297
3544,867 Avenida Sevilla #B,"Laguna Woods, CA",181,2,2,1009,249000,247,118,297
3545,421 Avenida Castilla,"Laguna Woods, CA",181,2,1,1000,312000,312,118,297
3546,851 Ronda Mendoza,"Laguna Woods, CA",181,2,2,1009,299900,297,118,297
3547,237 Calle Aragon,"Laguna Woods, CA",181,2,2,1090,315000,289,118,297
3548,1260 Northwood Road,"Seal Beach, CA",343,2,1,1150,304900,265,122,316
3549,718 AVE MAJORCA,"Laguna Woods, CA",181,2,2,1040,329000,316,118,297
3550,737 Avenida Majorca,"Laguna Woods, CA",181,2,1.1,985,337900,343,118,297
3551,13561 Medinac Lane,"Seal Beach, CA",343,2,1.1,1200,339000,283,122,316
3552,632 Avenida Sevilla,"Laguna Woods, CA",181,2,2,1009,325000,322,118,297
3553,63 CALLE CADIZ,"Laguna Woods, CA",181,2,2,1300,329000,253,118,297
3554,701 Avenida Sevilla,"Laguna Woods, CA",181,2,2,953,325000,341,118,297
3555,51 Calle Aragon,"Laguna Woods, CA",181,2,1.1,953,339900,357,118,297
3556,1381 Merion Way,"Seal Beach, CA",343,2,1,750,349000,465,122,316
